# IODP371 site U1508 physical property data
#Raw data		
depth_m_bsf	velocity_m/s	density_Mg/m3
232.8312	1.9908	1.6722
232.9836	1.9866	1.6723
233.1360	1.9925	1.6724
233.2884	2.0174	1.6726
233.4408	2.0208	1.6727
233.5932	2.0229	1.6728
233.7456	2.0185	1.6729
233.8980	2.0174	1.6731
234.0504	2.0148	1.6732
234.2028	2.0016	1.6733
234.3552	1.9962	1.6734
234.5076	1.9919	1.6736
234.6600	2.0027	1.6737
234.8124	2.0148	1.6738
234.9648	2.0305	1.6739
235.1172	2.0386	1.6741
235.2696	2.0474	1.6742
235.4220	2.0671	1.6743
235.5744	2.0801	1.6744
235.7268	2.0942	1.6746
235.8792	2.1015	1.6747
236.0316	2.1094	1.6748
236.1840	2.1382	1.6749
236.3364	2.1201	1.6751
236.4888	2.0943	1.6752
236.6412	2.0742	1.6753
236.7936	2.0677	1.6754
236.9460	2.0446	1.6756
237.0984	2.0435	1.6757
237.2508	2.0534	1.6758
237.4032	2.0590	1.6759
237.5556	2.0632	1.6761
237.7080	2.0764	1.6762
237.8604	2.0822	1.6763
238.0128	2.0800	1.6764
238.1652	2.0822	1.6766
238.3176	2.0952	1.6767
238.4700	2.0806	1.6768
238.6224	2.0658	1.6769
238.7748	2.0579	1.6771
238.9272	2.0215	1.6772
239.0796	2.0073	1.6773
239.2320	1.9989	1.6774
239.3844	1.9750	1.6776
239.5368	1.9709	1.6777
239.6892	2.0270	1.6778
239.8416	2.0229	1.6779
239.9940	2.0192	1.6781
240.1464	2.0207	1.6782
240.2988	2.0324	1.6783
240.4512	2.0306	1.6784
240.6036	2.0113	1.6786
240.7560	2.0152	1.6787
240.9084	2.0105	1.6788
241.0608	2.0136	1.6790
241.2132	2.0127	1.6791
241.3656	2.0193	1.6792
241.5180	2.0357	1.6793
241.6704	2.0422	1.6795
241.8228	2.0403	1.6796
241.9752	2.0322	1.6797
242.1276	2.0183	1.6798
242.2800	2.0032	1.6800
242.4324	1.9876	1.6801
242.5848	1.9780	1.6802
242.7372	1.9761	1.6803
242.8896	1.9699	1.6805
243.0420	1.9649	1.6806
243.1944	1.9591	1.6807
243.3468	1.9704	1.6809
243.4992	1.9636	1.6810
243.6516	1.9694	1.6811
243.8040	1.9703	1.6812
243.9564	1.9738	1.6814
244.1088	1.9762	1.6815
244.2612	1.9805	1.6816
244.4136	1.9642	1.6818
244.5660	1.9315	1.6819
244.7184	1.9168	1.6820
244.8708	1.9102	1.6821
245.0232	1.9400	1.6823
245.1756	1.9494	1.6824
245.3280	1.9688	1.6825
245.4804	1.9792	1.6826
245.6328	1.9845	1.6828
245.7852	1.9833	1.6829
245.9376	1.9701	1.6830
246.0900	1.9755	1.6832
246.2424	1.9693	1.6833
246.3948	1.9610	1.6834
246.5472	1.9814	1.6835
246.6996	1.9588	1.6837
246.8520	1.9500	1.6838
247.0044	1.9581	1.6839
247.1568	1.9512	1.6841
247.3092	1.9443	1.6842
247.4616	1.9397	1.6843
247.6140	1.9361	1.6844
247.7664	1.9275	1.6846
247.9188	1.9290	1.6847
248.0712	1.9194	1.6848
248.2236	1.9415	1.6850
248.3760	1.9400	1.6851
248.5284	1.9484	1.6852
248.6808	1.9492	1.6854
248.8332	1.9415	1.6855
248.9856	1.9247	1.6856
249.1380	1.9300	1.6857
249.2904	1.9315	1.6859
249.4428	1.9333	1.6860
249.5952	1.9333	1.6861
249.7476	1.9280	1.6863
249.9000	1.9208	1.6864
250.0524	1.9117	1.6865
250.2048	1.9093	1.6867
250.3572	1.8933	1.6868
250.5096	1.9358	1.6869
250.6620	1.9440	1.6870
250.8144	1.9414	1.6872
250.9668	1.9431	1.6873
251.1192	1.9391	1.6874
251.2716	1.8978	1.6876
251.4240	1.8979	1.6877
251.5764	1.8772	1.6878
251.7288	1.8106	1.6880
251.8812	1.8127	1.6881
252.0336	1.8355	1.6882
252.1860	1.9046	1.6883
252.3384	1.9165	1.6885
252.4908	1.9230	1.6886
252.6432	1.9282	1.6887
252.7956	1.9353	1.6889
252.9480	1.9209	1.6890
253.1004	1.9272	1.6891
253.2528	1.9359	1.6893
253.4052	1.9444	1.6894
253.5576	1.9497	1.6895
253.7100	1.9447	1.6897
253.8624	1.9218	1.6898
254.0148	1.9171	1.6899
254.1672	1.9230	1.6901
254.3196	1.9423	1.6902
254.4720	1.9563	1.6903
254.6244	1.9676	1.6904
254.7768	1.9824	1.6906
254.9292	2.0164	1.6907
255.0816	2.0289	1.6908
255.2340	2.0222	1.6910
255.3864	1.9843	1.6911
255.5388	1.9904	1.6912
255.6912	1.9604	1.6914
255.8436	1.9554	1.6915
255.9960	1.9439	1.6916
256.1484	1.9412	1.6918
256.3008	1.9398	1.6919
256.4532	1.9356	1.6920
256.6056	1.9521	1.6922
256.7580	1.9587	1.6923
256.9104	1.9680	1.6924
257.0628	1.9766	1.6926
257.2152	1.9805	1.6927
257.3676	1.9755	1.6928
257.5200	1.9498	1.6930
257.6724	1.9318	1.6931
257.8248	1.9280	1.6932
257.9772	1.9357	1.6934
258.1296	1.9374	1.6935
258.2820	1.9433	1.6936
258.4344	1.9914	1.6938
258.5868	1.9878	1.6939
258.7392	1.9821	1.6940
258.8916	1.9717	1.6942
259.0440	1.9826	1.6943
259.1964	1.9590	1.6944
259.3488	1.9510	1.6946
259.5012	1.9620	1.6947
259.6536	1.9535	1.6948
259.8060	1.9516	1.6950
259.9584	1.9459	1.6951
260.1108	1.9391	1.6952
260.2632	1.9238	1.6954
260.4156	1.8899	1.6955
260.5680	1.8641	1.6956
260.7204	1.8566	1.6958
260.8728	1.8462	1.6959
261.0252	1.8447	1.6960
261.1776	1.8674	1.6962
261.3300	1.8859	1.6963
261.4824	1.9027	1.6964
261.6348	1.8814	1.6966
261.7872	1.9097	1.6967
261.9396	1.8917	1.6968
262.0920	1.8664	1.6970
262.2444	1.8177	1.6971
262.3968	1.8227	1.6972
262.5492	1.8761	1.6974
262.7016	1.8793	1.6975
262.8540	1.8814	1.6976
263.0064	1.8849	1.6978
263.1588	1.9022	1.6979
263.3112	1.8919	1.6980
263.4636	1.8887	1.6982
263.6160	1.8759	1.6983
263.7684	1.8773	1.6984
263.9208	1.8894	1.6986
264.0732	1.9188	1.6987
264.2256	1.9413	1.6989
264.3780	1.9580	1.6990
264.5304	1.9392	1.6991
264.6828	1.9351	1.6993
264.8352	1.9396	1.6994
264.9876	1.9430	1.6995
265.1400	1.9381	1.6997
265.2924	1.9572	1.6998
265.4448	1.9790	1.6999
265.5972	1.9487	1.7001
265.7496	1.9436	1.7002
265.9020	1.9361	1.7003
266.0544	1.9395	1.7005
266.2068	1.9341	1.7006
266.3592	1.9036	1.7007
266.5116	1.9031	1.7009
266.6640	1.9464	1.7010
266.8164	1.9705	1.7012
266.9688	1.9746	1.7013
267.1212	1.9703	1.7014
267.2736	1.9711	1.7016
267.4260	1.9560	1.7017
267.5784	1.9328	1.7018
267.7308	1.9305	1.7020
267.8832	1.9507	1.7021
268.0356	1.9436	1.7022
268.1880	1.9463	1.7024
268.3404	1.9320	1.7025
268.4928	1.9311	1.7027
268.6452	1.9282	1.7028
268.7976	1.9103	1.7029
268.9500	1.8986	1.7031
269.1024	1.9923	1.7032
269.2548	1.9943	1.7033
269.4072	1.9990	1.7035
269.5596	2.0150	1.7036
269.7120	2.0320	1.7038
269.8644	2.0351	1.7039
270.0168	2.0310	1.7040
270.1692	2.0301	1.7042
270.3216	2.0110	1.7043
270.4740	1.9924	1.7044
270.6264	1.9662	1.7046
270.7788	1.9730	1.7047
270.9312	1.9663	1.7049
271.0836	1.9794	1.7050
271.2360	1.9808	1.7051
271.3884	1.9864	1.7053
271.5408	1.9854	1.7054
271.6932	2.0121	1.7055
271.8456	2.0191	1.7057
271.9980	2.0108	1.7058
272.1504	2.0037	1.7060
272.3028	1.9898	1.7061
272.4552	1.9454	1.7062
272.6076	1.9417	1.7064
272.7600	1.9534	1.7065
272.9124	1.9531	1.7067
273.0648	1.9850	1.7068
273.2172	1.9899	1.7069
273.3696	1.9513	1.7071
273.5220	1.9498	1.7072
273.6744	1.8738	1.7073
273.8268	1.8409	1.7075
273.9792	1.8427	1.7076
274.1316	1.8321	1.7078
274.2840	1.8314	1.7079
274.4364	1.8365	1.7080
274.5888	1.8416	1.7082
274.7412	1.8730	1.7083
274.8936	1.8924	1.7085
275.0460	1.8977	1.7086
275.1984	1.9092	1.7087
275.3508	1.9195	1.7089
275.5032	1.9288	1.7090
275.6556	1.9366	1.7092
275.8080	1.9415	1.7093
275.9604	1.9581	1.7094
276.1128	1.9955	1.7096
276.2652	2.0155	1.7097
276.4176	2.0364	1.7098
276.5700	2.0380	1.7100
276.7224	2.0322	1.7101
276.8748	2.0095	1.7103
277.0272	1.9959	1.7104
277.1796	1.9649	1.7105
277.3320	1.9066	1.7107
277.4844	1.8914	1.7108
277.6368	1.9018	1.7110
277.7892	1.9101	1.7111
277.9416	1.9229	1.7112
278.0940	1.9320	1.7114
278.2464	1.9239	1.7115
278.3988	1.9517	1.7117
278.5512	2.0057	1.7118
278.7036	2.0285	1.7120
278.8560	2.0326	1.7121
279.0084	2.0353	1.7122
279.1608	2.0559	1.7124
279.3132	2.0326	1.7125
279.4656	2.0647	1.7127
279.6180	2.0430	1.7128
279.7704	2.0106	1.7129
279.9228	1.9989	1.7131
280.0752	2.0132	1.7132
280.2276	2.0165	1.7134
280.3800	2.0309	1.7135
280.5324	2.0769	1.7136
280.6848	2.0795	1.7138
280.8372	2.0092	1.7139
280.9896	1.9553	1.7141
281.1420	1.9396	1.7142
281.2944	1.9391	1.7144
281.4468	1.9328	1.7145
281.5992	1.9465	1.7146
281.7516	1.9471	1.7148
281.9040	1.9286	1.7149
282.0564	1.9323	1.7151
282.2088	1.9406	1.7152
282.3612	1.9479	1.7153
282.5136	1.9937	1.7155
282.6660	1.9891	1.7156
282.8184	1.9865	1.7158
282.9708	1.9822	1.7159
283.1232	1.9778	1.7161
283.2756	1.8853	1.7162
283.4280	1.8832	1.7163
283.5804	1.9101	1.7165
283.7328	1.8813	1.7166
283.8852	1.8970	1.7168
284.0376	1.9131	1.7169
284.1900	1.9466	1.7170
284.3424	1.9981	1.7172
284.4948	2.0000	1.7173
284.6472	1.9846	1.7175
284.7996	1.9816	1.7176
284.9520	1.9781	1.7178
285.1044	1.9777	1.7179
285.2568	1.9884	1.7180
285.4092	2.0009	1.7182
285.5616	2.0067	1.7183
285.7140	2.0009	1.7185
285.8664	1.9759	1.7186
286.0188	1.9739	1.7188
286.1712	1.9623	1.7189
286.3236	1.9545	1.7191
286.4760	1.9462	1.7192
286.6284	1.9525	1.7193
286.7808	1.9625	1.7195
286.9332	1.9621	1.7196
287.0856	1.9786	1.7198
287.2380	2.0487	1.7199
287.3904	2.0900	1.7201
287.5428	2.0896	1.7202
287.6952	2.0802	1.7203
287.8476	2.0740	1.7205
288.0000	2.0754	1.7206
288.1524	2.0684	1.7208
288.3048	2.0275	1.7209
288.4572	2.0091	1.7211
288.6096	1.9995	1.7212
288.7620	2.0075	1.7214
288.9144	2.0018	1.7215
289.0668	1.9973	1.7216
289.2192	1.9992	1.7218
289.3716	1.9937	1.7219
289.5240	1.9921	1.7221
289.6764	1.9747	1.7222
289.8288	2.0141	1.7224
289.9812	2.0117	1.7225
290.1336	2.0153	1.7227
290.2860	2.0247	1.7228
290.4384	2.0276	1.7229
290.5908	2.0035	1.7231
290.7432	2.0100	1.7232
290.8956	2.0074	1.7234
291.0480	2.0158	1.7235
291.2004	2.0209	1.7237
291.3528	2.0208	1.7238
291.5052	2.0151	1.7240
291.6576	2.0005	1.7241
291.8100	1.9975	1.7243
291.9624	1.9998	1.7244
292.1148	1.9898	1.7245
292.2672	1.9827	1.7247
292.4196	1.9904	1.7248
292.5720	1.9718	1.7250
292.7244	1.9752	1.7251
292.8768	1.9835	1.7253
293.0292	1.9795	1.7254
293.1816	1.9845	1.7256
293.3340	1.9830	1.7257
293.4864	1.9837	1.7259
293.6388	1.9989	1.7260
293.7912	2.0037	1.7261
293.9436	2.0129	1.7263
294.0960	2.0116	1.7264
294.2484	2.0146	1.7266
294.4008	2.0185	1.7267
294.5532	2.0170	1.7269
294.7056	2.0145	1.7270
294.8580	2.0116	1.7272
295.0104	2.0086	1.7273
295.1628	2.0103	1.7275
295.3152	2.0167	1.7276
295.4676	2.0169	1.7278
295.6200	2.0230	1.7279
295.7724	2.0199	1.7281
295.9248	2.0152	1.7282
296.0772	2.0246	1.7283
296.2296	2.0220	1.7285
296.3820	2.0177	1.7286
296.5344	2.0160	1.7288
296.6868	2.0031	1.7289
296.8392	1.9852	1.7291
296.9916	1.9840	1.7292
297.1440	1.9834	1.7294
297.2964	1.9814	1.7295
297.4488	1.9817	1.7297
297.6012	1.9864	1.7298
297.7536	1.9850	1.7300
297.9060	2.0243	1.7301
298.0584	2.0480	1.7303
298.2108	2.0586	1.7304
298.3632	2.0766	1.7306
298.5156	2.0849	1.7307
298.6680	2.0701	1.7309
298.8204	2.0844	1.7310
298.9728	2.0744	1.7312
299.1252	2.0625	1.7313
299.2776	2.0282	1.7314
299.4300	2.0354	1.7316
299.5824	2.0378	1.7317
299.7348	2.0462	1.7319
299.8872	2.0453	1.7320
300.0396	2.0353	1.7322
300.1920	2.0420	1.7323
300.3444	2.0214	1.7325
300.4968	1.9964	1.7326
300.6492	1.9831	1.7328
300.8016	1.9835	1.7329
300.9540	1.9764	1.7331
301.1064	1.9658	1.7332
301.2588	1.9744	1.7334
301.4112	1.9731	1.7335
301.5636	1.9686	1.7337
301.7160	1.9757	1.7338
301.8684	1.9539	1.7340
302.0208	1.9573	1.7341
302.1732	1.9805	1.7343
302.3256	2.0009	1.7344
302.4780	2.0174	1.7346
302.6304	2.0329	1.7347
302.7828	2.0260	1.7349
302.9352	2.0245	1.7350
303.0876	2.0101	1.7352
303.2400	1.9961	1.7353
303.3924	1.9843	1.7355
303.5448	1.9830	1.7356
303.6972	1.9934	1.7358
303.8496	1.9905	1.7359
304.0020	1.9868	1.7361
304.1544	1.9696	1.7362
304.3068	1.9576	1.7364
304.4592	1.9550	1.7365
304.6116	1.9731	1.7367
304.7640	1.9795	1.7368
304.9164	2.0056	1.7370
305.0688	2.0080	1.7371
305.2212	2.0064	1.7373
305.3736	2.0000	1.7374
305.5260	1.9992	1.7376
305.6784	2.0037	1.7377
305.8308	2.0091	1.7379
305.9832	2.0146	1.7380
306.1356	2.0110	1.7382
306.2880	2.0025	1.7383
306.4404	2.0048	1.7385
306.5928	1.9976	1.7386
306.7452	1.9786	1.7388
306.8976	1.9884	1.7389
307.0500	1.9868	1.7391
307.2024	1.9832	1.7392
307.3548	1.9877	1.7394
307.5072	1.9887	1.7395
307.6596	1.9855	1.7397
307.8120	1.9850	1.7398
307.9644	1.9823	1.7400
308.1168	1.9754	1.7401
308.2692	1.9815	1.7403
308.4216	1.9940	1.7404
308.5740	1.9917	1.7406
308.7264	1.9961	1.7407
308.8788	1.9891	1.7409
309.0312	1.9776	1.7411
309.1836	1.9705	1.7412
309.3360	1.9644	1.7414
309.4884	1.9677	1.7415
309.6408	1.9691	1.7417
309.7932	1.9675	1.7418
309.9456	1.9817	1.7420
310.0980	1.9934	1.7421
310.2504	1.9981	1.7423
310.4028	1.9901	1.7424
310.5552	1.9915	1.7426
310.7076	1.9841	1.7427
310.8600	1.9791	1.7429
311.0124	1.9771	1.7430
311.1648	1.9689	1.7432
311.3172	1.9810	1.7433
311.4696	1.9944	1.7435
311.6220	2.0010	1.7436
311.7744	2.0080	1.7438
311.9268	2.0141	1.7439
312.0792	2.0306	1.7441
312.2316	2.0400	1.7443
312.3840	2.0182	1.7444
312.5364	1.9944	1.7446
312.6888	1.9849	1.7447
312.8412	1.9851	1.7449
312.9936	1.9862	1.7450
313.1460	2.0041	1.7452
313.2984	2.0104	1.7453
313.4508	2.0058	1.7455
313.6032	2.0018	1.7456
313.7556	2.0068	1.7458
313.9080	2.0142	1.7459
314.0604	2.0087	1.7461
314.2128	1.9973	1.7462
314.3652	1.9786	1.7464
314.5176	1.9777	1.7466
314.6700	1.9801	1.7467
314.8224	1.9771	1.7469
314.9748	1.9718	1.7470
315.1272	1.9566	1.7472
315.2796	1.9369	1.7473
315.4320	1.9141	1.7475
315.5844	1.9074	1.7476
315.7368	1.9173	1.7478
315.8892	1.9560	1.7479
316.0416	1.9642	1.7481
316.1940	1.9956	1.7483
316.3464	2.0016	1.7484
316.4988	2.0029	1.7486
316.6512	2.0165	1.7487
316.8036	2.0237	1.7489
316.9560	2.0372	1.7490
317.1084	2.0496	1.7492
317.2608	2.0559	1.7493
317.4132	2.0568	1.7495
317.5656	2.0335	1.7496
317.7180	2.0185	1.7498
317.8704	1.9941	1.7500
318.0228	1.9707	1.7501
318.1752	1.9702	1.7503
318.3276	1.9738	1.7504
318.4800	1.9801	1.7506
318.6324	1.9878	1.7507
318.7848	2.0036	1.7509
318.9372	2.0205	1.7510
319.0896	2.0340	1.7512
319.2420	2.0496	1.7514
319.3944	2.0382	1.7515
319.5468	2.0264	1.7517
319.6992	2.0161	1.7518
319.8516	2.0000	1.7520
320.0040	2.0009	1.7521
320.1564	1.9992	1.7523
320.3088	2.0022	1.7524
320.4612	2.0059	1.7526
320.6136	2.0031	1.7528
320.7660	1.9953	1.7529
320.9184	1.9933	1.7531
321.0708	1.9953	1.7532
321.2232	1.9956	1.7534
321.3756	1.9932	1.7535
321.5280	1.9818	1.7537
321.6804	1.9805	1.7539
321.8328	1.9882	1.7540
321.9852	1.9840	1.7542
322.1376	1.9870	1.7543
322.2900	1.9929	1.7545
322.4424	1.9971	1.7546
322.5948	1.9928	1.7548
322.7472	1.9981	1.7550
322.8996	1.9909	1.7551
323.0520	1.9988	1.7553
323.2044	1.9979	1.7554
323.3568	1.9938	1.7556
323.5092	1.9945	1.7557
323.6616	2.0012	1.7559
323.8140	2.0042	1.7561
323.9664	2.0028	1.7562
324.1188	1.9994	1.7564
324.2712	1.9955	1.7565
324.4236	1.9956	1.7567
324.5760	1.9959	1.7568
324.7284	1.9808	1.7570
324.8808	1.9816	1.7572
325.0332	1.9852	1.7573
325.1856	1.9805	1.7575
325.3380	1.9782	1.7576
325.4904	1.9796	1.7578
325.6428	1.9676	1.7579
325.7952	1.9624	1.7581
325.9476	1.9535	1.7583
326.1000	1.9500	1.7584
326.2524	1.9616	1.7586
326.4048	1.9683	1.7587
326.5572	1.9709	1.7589
326.7096	1.9732	1.7591
326.8620	1.9773	1.7592
327.0144	1.9751	1.7594
327.1668	1.9673	1.7595
327.3192	1.9354	1.7597
327.4716	1.9132	1.7598
327.6240	1.9010	1.7600
327.7764	1.8824	1.7602
327.9288	1.8551	1.7603
328.0812	1.8354	1.7605
328.2336	1.8182	1.7606
328.3860	1.8312	1.7608
328.5384	1.8852	1.7610
328.6908	1.9672	1.7611
328.8432	1.9962	1.7613
328.9956	1.9986	1.7614
329.1480	1.9905	1.7616
329.3004	1.9797	1.7618
329.4528	1.9623	1.7619
329.6052	1.9333	1.7621
329.7576	1.9152	1.7622
329.9100	1.9128	1.7624
330.0624	1.9301	1.7626
330.2148	1.9395	1.7627
330.3672	1.9355	1.7629
330.5196	1.9464	1.7630
330.6720	1.9481	1.7632
330.8244	1.9465	1.7633
330.9768	1.9230	1.7635
331.1292	1.9068	1.7637
331.2816	1.9050	1.7638
331.4340	1.9071	1.7640
331.5864	1.8936	1.7642
331.7388	1.9583	1.7643
331.8912	1.9432	1.7645
332.0436	1.9235	1.7646
332.1960	1.9037	1.7648
332.3484	1.8604	1.7650
332.5008	1.8573	1.7651
332.6532	1.8392	1.7653
332.8056	1.7997	1.7654
332.9580	1.8063	1.7656
333.1104	1.7987	1.7658
333.2628	1.8115	1.7659
333.4152	1.8281	1.7661
333.5676	1.8424	1.7662
333.7200	1.8377	1.7664
333.8724	1.8813	1.7666
334.0248	1.8897	1.7667
334.1772	1.9000	1.7669
334.3296	1.9360	1.7670
334.4820	1.9414	1.7672
334.6344	1.9466	1.7674
334.7868	1.9558	1.7675
334.9392	1.9456	1.7677
335.0916	1.9443	1.7679
335.2440	1.9413	1.7680
335.3964	1.9468	1.7682
335.5488	1.9936	1.7683
335.7012	2.0174	1.7685
335.8536	2.0119	1.7687
336.0060	2.0168	1.7688
336.1584	2.0152	1.7690
336.3108	1.9246	1.7691
336.4632	1.9561	1.7693
336.6156	1.9642	1.7695
336.7680	1.9740	1.7696
336.9204	2.0003	1.7698
337.0728	2.0563	1.7700
337.2252	2.0997	1.7701
337.3776	2.1438	1.7703
337.5300	2.1551	1.7704
337.6824	2.1678	1.7706
337.8348	2.1660	1.7708
337.9872	2.1291	1.7709
338.1396	2.0981	1.7711
338.2920	2.0704	1.7713
338.4444	2.0503	1.7714
338.5968	2.0253	1.7716
338.7492	2.0169	1.7717
338.9016	2.0333	1.7719
339.0540	2.0503	1.7721
339.2064	2.0791	1.7722
339.3588	2.1153	1.7724
339.5112	2.1231	1.7726
339.6636	2.1255	1.7727
339.8160	2.1101	1.7729
339.9684	2.0978	1.7731
340.1208	2.1005	1.7732
340.2732	2.0996	1.7734
340.4256	2.0944	1.7735
340.5780	2.0871	1.7737
340.7304	2.0889	1.7739
340.8828	2.0867	1.7740
341.0352	2.0843	1.7742
341.1876	2.0970	1.7744
341.3400	2.0889	1.7745
341.4924	2.0944	1.7747
341.6448	2.0940	1.7749
341.7972	2.1002	1.7750
341.9496	2.1021	1.7752
342.1020	2.1128	1.7753
342.2544	2.1146	1.7755
342.4068	2.1054	1.7757
342.5592	2.1130	1.7758
342.7116	2.1019	1.7760
342.8640	2.0977	1.7762
343.0164	2.1054	1.7763
343.1688	2.1077	1.7765
343.3212	2.1077	1.7767
343.4736	2.1012	1.7768
343.6260	2.1002	1.7770
343.7784	2.0989	1.7772
343.9308	2.0994	1.7773
344.0832	2.0986	1.7775
344.2356	2.1002	1.7776
344.3880	2.0975	1.7778
344.5404	2.0947	1.7780
344.6928	2.0961	1.7781
344.8452	2.0917	1.7783
344.9976	2.0883	1.7785
345.1500	2.0789	1.7786
345.3024	2.0864	1.7788
345.4548	2.0769	1.7790
345.6072	2.0710	1.7791
345.7596	2.0576	1.7793
345.9120	2.0515	1.7795
346.0644	2.0463	1.7796
346.2168	2.0416	1.7798
346.3692	2.0415	1.7800
346.5216	2.0449	1.7801
346.6740	2.0499	1.7803
346.8264	2.0616	1.7805
346.9788	2.0730	1.7806
347.1312	2.0700	1.7808
347.2836	2.0640	1.7810
347.4360	2.0627	1.7811
347.5884	2.0653	1.7813
347.7408	2.0637	1.7815
347.8932	2.0650	1.7816
348.0456	2.0716	1.7818
348.1980	2.0690	1.7820
348.3504	2.0661	1.7821
348.5028	2.0642	1.7823
348.6552	2.0570	1.7825
348.8076	2.0565	1.7826
348.9600	2.0443	1.7828
349.1124	2.0488	1.7830
349.2648	2.0571	1.7831
349.4172	2.0618	1.7833
349.5696	2.0662	1.7835
349.7220	2.0708	1.7836
349.8744	2.0745	1.7838
350.0268	2.0790	1.7840
350.1792	2.0861	1.7841
350.3316	2.0864	1.7843
350.4840	2.0871	1.7845
350.6364	2.0881	1.7846
350.7888	2.0866	1.7848
350.9412	2.0703	1.7850
351.0936	2.0654	1.7851
351.2460	2.0611	1.7853
351.3984	2.0642	1.7855
351.5508	2.0680	1.7856
351.7032	2.0734	1.7858
351.8556	2.0806	1.7860
352.0080	2.0742	1.7861
352.1604	2.0746	1.7863
352.3128	2.0641	1.7865
352.4652	2.0665	1.7866
352.6176	2.0715	1.7868
352.7700	2.0747	1.7870
352.9224	2.0793	1.7871
353.0748	2.0878	1.7873
353.2272	2.0948	1.7875
353.3796	2.0935	1.7876
353.5320	2.0897	1.7878
353.6844	2.0881	1.7880
353.8368	2.0851	1.7882
353.9892	2.0848	1.7883
354.1416	2.0947	1.7885
354.2940	2.0962	1.7887
354.4464	2.0973	1.7888
354.5988	2.1014	1.7890
354.7512	2.0949	1.7892
354.9036	2.0942	1.7893
355.0560	2.0964	1.7895
355.2084	2.0989	1.7897
355.3608	2.0999	1.7898
355.5132	2.1041	1.7900
355.6656	2.1023	1.7902
355.8180	2.0985	1.7903
355.9704	2.0985	1.7905
356.1228	2.0926	1.7907
356.2752	2.0998	1.7909
356.4276	2.1042	1.7910
356.5800	2.1111	1.7912
356.7324	2.1116	1.7914
356.8848	2.1128	1.7915
357.0372	2.1155	1.7917
357.1896	2.1184	1.7919
357.3420	2.1143	1.7920
357.4944	2.1125	1.7922
357.6468	2.1062	1.7924
357.7992	2.1068	1.7926
357.9516	2.1064	1.7927
358.1040	2.1079	1.7929
358.2564	2.1090	1.7931
358.4088	2.1107	1.7932
358.5612	2.1147	1.7934
358.7136	2.1189	1.7936
358.8660	2.1207	1.7937
359.0184	2.1257	1.7939
359.1708	2.1337	1.7941
359.3232	2.1403	1.7943
359.4756	2.1513	1.7944
359.6280	2.1557	1.7946
359.7804	2.1651	1.7948
359.9328	2.1949	1.7949
360.0852	2.2035	1.7951
360.2376	2.2090	1.7953
360.3900	2.2063	1.7955
360.5424	2.1883	1.7956
360.6948	2.1754	1.7958
360.8472	2.1608	1.7960
360.9996	2.1503	1.7961
361.1520	2.1513	1.7963
361.3044	2.1820	1.7965
361.4568	2.2056	1.7967
361.6092	2.2265	1.7968
361.7616	2.2570	1.7970
361.9140	2.2532	1.7972
362.0664	2.2626	1.7973
362.2188	2.2368	1.7975
362.3712	2.2195	1.7977
362.5236	2.2122	1.7979
362.6760	2.1702	1.7980
362.8284	2.1544	1.7982
362.9808	2.1410	1.7984
363.1332	2.1265	1.7985
363.2856	2.1247	1.7987
363.4380	2.1231	1.7989
363.5904	2.1335	1.7991
363.7428	2.1610	1.7992
363.8952	2.1788	1.7994
364.0476	2.1783	1.7996
364.2000	2.1754	1.7997
364.3524	2.1581	1.7999
364.5048	2.1707	1.8001
364.6572	2.1634	1.8003
364.8096	2.1502	1.8004
364.9620	2.1473	1.8006
365.1144	2.1435	1.8008
365.2668	2.1393	1.8010
365.4192	2.1392	1.8011
365.5716	2.1508	1.8013
365.7240	2.1691	1.8015
365.8764	2.1732	1.8016
366.0288	2.1778	1.8018
366.1812	2.1766	1.8020
366.3336	2.1645	1.8022
366.4860	2.1520	1.8023
366.6384	2.1367	1.8025
366.7908	2.1344	1.8027
366.9432	2.1432	1.8029
367.0956	2.1547	1.8030
367.2480	2.1694	1.8032
367.4004	2.1756	1.8034
367.5528	2.1748	1.8036
367.7052	2.1823	1.8037
367.8576	2.1791	1.8039
368.0100	2.1788	1.8041
368.1624	2.1737	1.8042
368.3148	2.1726	1.8044
368.4672	2.1708	1.8046
368.6196	2.1671	1.8048
368.7720	2.1690	1.8049
368.9244	2.1600	1.8051
369.0768	2.1535	1.8053
369.2292	2.1501	1.8055
369.3816	2.1475	1.8056
369.5340	2.1442	1.8058
369.6864	2.1540	1.8060
369.8388	2.1621	1.8062
369.9912	2.1626	1.8063
370.1436	2.1615	1.8065
370.2960	2.1547	1.8067
370.4484	2.1456	1.8069
370.6008	2.1537	1.8070
370.7532	2.1723	1.8072
370.9056	2.1766	1.8074
371.0580	2.1738	1.8076
371.2104	2.1785	1.8077
371.3628	2.1786	1.8079
371.5152	2.1814	1.8081
371.6676	2.1916	1.8083
371.8200	2.1850	1.8084
371.9724	2.1779	1.8086
372.1248	2.1686	1.8088
372.2772	2.1693	1.8090
372.4296	2.1613	1.8091
372.5820	2.1587	1.8093
372.7344	2.1594	1.8095
372.8868	2.1641	1.8097
373.0392	2.1631	1.8098
373.1916	2.1685	1.8100
373.3440	2.1830	1.8102
373.4964	2.1986	1.8104
373.6488	2.2188	1.8105
373.8011	2.2289	1.8107
373.9535	2.2190	1.8109
374.1059	2.1957	1.8111
374.2583	2.1829	1.8112
374.4107	2.1791	1.8114
