# IODP371 site U1508 physical property data
#Raw data		
depth_m_bsf	velocity_m/s	density_Mg/m3
374.5631	2.1755	1.8116
374.7155	2.1735	1.8118
374.8679	2.1750	1.8119
375.0203	2.1666	1.8121
375.1727	2.1628	1.8123
375.3251	2.1648	1.8125
375.4775	2.1710	1.8127
375.6299	2.1733	1.8128
375.7823	2.1714	1.8130
375.9347	2.1738	1.8132
376.0871	2.1796	1.8134
376.2395	2.1854	1.8135
376.3919	2.1825	1.8137
376.5443	2.1778	1.8139
376.6967	2.1761	1.8141
376.8491	2.1675	1.8142
377.0015	2.1651	1.8144
377.1539	2.1891	1.8146
377.3063	2.1978	1.8148
377.4587	2.2163	1.8150
377.6111	2.2010	1.8151
377.7635	2.1885	1.8153
377.9159	2.1852	1.8155
378.0683	2.1848	1.8157
378.2207	2.1801	1.8158
378.3731	2.1786	1.8160
378.5255	2.1801	1.8162
378.6779	2.1802	1.8164
378.8303	2.1806	1.8166
378.9827	2.1818	1.8167
379.1351	2.1793	1.8169
379.2875	2.1758	1.8171
379.4399	2.1764	1.8173
379.5923	2.1874	1.8174
379.7447	2.2056	1.8176
379.8971	2.2255	1.8178
380.0495	2.2340	1.8180
380.2019	2.2315	1.8182
380.3543	2.2533	1.8183
380.5067	2.2804	1.8185
380.6591	2.2893	1.8187
380.8115	2.2992	1.8189
380.9639	2.2909	1.8190
381.1163	2.2851	1.8192
381.2687	2.2743	1.8194
381.4211	2.2481	1.8196
381.5735	2.2404	1.8198
381.7259	2.2391	1.8199
381.8783	2.2428	1.8201
382.0307	2.2749	1.8203
382.1831	2.3027	1.8205
382.3355	2.3032	1.8207
382.4879	2.2565	1.8208
382.6403	2.2752	1.8210
382.7927	2.1766	1.8212
382.9451	2.0185	1.8214
383.0975	2.0197	1.8216
383.2499	1.9893	1.8217
383.4023	1.9850	1.8219
383.5547	2.0140	1.8221
383.7071	2.0495	1.8223
383.8595	2.0803	1.8225
384.0119	2.0798	1.8226
384.1643	2.1481	1.8228
384.3167	2.1555	1.8230
384.4691	2.1723	1.8232
384.6215	2.1729	1.8234
384.7739	2.1603	1.8235
384.9263	2.1395	1.8237
385.0787	2.1268	1.8239
385.2311	2.1175	1.8241
385.3835	2.0992	1.8243
385.5359	2.0713	1.8244
385.6883	2.0524	1.8246
385.8407	2.0195	1.8248
385.9931	2.0285	1.8250
386.1455	2.0056	1.8252
386.2979	2.0134	1.8253
386.4503	2.0266	1.8255
386.6027	2.0365	1.8257
386.7551	2.0610	1.8259
386.9075	2.1453	1.8261
387.0599	2.1295	1.8262
387.2123	2.1387	1.8264
387.3647	2.1695	1.8266
387.5171	2.2092	1.8268
387.6695	2.1213	1.8270
387.8219	2.0715	1.8271
387.9743	2.0137	1.8273
388.1267	2.0424	1.8275
388.2791	2.0582	1.8277
388.4315	2.0558	1.8279
388.5839	2.1515	1.8281
388.7363	2.1314	1.8282
388.8887	2.1366	1.8284
389.0411	2.1028	1.8286
389.1935	2.1534	1.8288
389.3459	2.1031	1.8290
389.4983	2.0785	1.8291
389.6507	2.1045	1.8293
389.8031	2.0797	1.8295
389.9555	2.0627	1.8297
390.1079	2.0529	1.8299
390.2603	2.0448	1.8301
390.4127	2.0325	1.8302
390.5651	2.0220	1.8304
390.7175	2.0211	1.8306
390.8699	2.0238	1.8308
391.0223	2.0249	1.8310
391.1747	2.0528	1.8311
391.3271	2.0855	1.8313
391.4795	2.0867	1.8315
391.6319	2.0974	1.8317
391.7843	2.1097	1.8319
391.9367	2.0525	1.8321
392.0891	2.0379	1.8322
392.2415	2.0621	1.8324
392.3939	2.0552	1.8326
392.5463	2.0480	1.8328
392.6987	2.0235	1.8330
392.8511	2.0239	1.8332
393.0035	2.0647	1.8333
393.1559	2.0758	1.8335
393.3083	2.0766	1.8337
393.4607	2.0772	1.8339
393.6131	2.0834	1.8341
393.7655	2.1002	1.8343
393.9179	2.1249	1.8344
394.0703	2.1365	1.8346
394.2227	2.1229	1.8348
394.3751	2.1445	1.8350
394.5275	2.1395	1.8352
394.6799	2.0358	1.8354
394.8323	2.0001	1.8355
394.9847	2.0098	1.8357
395.1371	2.0060	1.8359
395.2895	2.0351	1.8361
395.4419	2.0555	1.8363
395.5943	2.0889	1.8365
395.7467	2.1075	1.8366
395.8991	2.1205	1.8368
396.0515	2.1166	1.8370
396.2039	2.1208	1.8372
396.3563	2.1441	1.8374
396.5087	2.1351	1.8376
396.6611	2.0984	1.8377
396.8135	2.1363	1.8379
396.9659	2.1372	1.8381
397.1183	2.1424	1.8383
397.2707	2.1095	1.8385
397.4231	2.0969	1.8387
397.5755	2.1034	1.8389
397.7279	2.0894	1.8390
397.8803	2.0790	1.8392
398.0327	2.0767	1.8394
398.1851	2.0604	1.8396
398.3375	2.0181	1.8398
398.4899	2.0105	1.8400
398.6423	2.0451	1.8402
398.7947	2.0473	1.8403
398.9471	2.0613	1.8405
399.0995	2.1046	1.8407
399.2519	2.0868	1.8409
399.4043	2.0742	1.8411
399.5567	2.0737	1.8413
399.7091	2.1060	1.8414
399.8615	2.1075	1.8416
400.0139	2.1233	1.8418
400.1663	2.1429	1.8420
400.3187	2.1315	1.8422
400.4711	2.1219	1.8424
400.6235	2.1110	1.8426
400.7759	2.1165	1.8427
400.9283	2.0786	1.8429
401.0807	2.0763	1.8431
401.2331	2.1000	1.8433
401.3855	2.1208	1.8435
401.5379	2.1075	1.8437
401.6903	2.1252	1.8439
401.8427	2.1114	1.8441
401.9951	2.1188	1.8442
402.1475	2.1077	1.8444
402.2999	2.0654	1.8446
402.4523	2.0479	1.8448
402.6047	2.0809	1.8450
402.7571	2.0541	1.8452
402.9095	2.0438	1.8454
403.0619	2.0454	1.8455
403.2143	2.0776	1.8457
403.3667	2.0775	1.8459
403.5191	2.0986	1.8461
403.6715	2.1209	1.8463
403.8239	2.1413	1.8465
403.9763	2.1456	1.8467
404.1287	2.1212	1.8469
404.2811	2.1044	1.8470
404.4335	2.1065	1.8472
404.5859	2.1155	1.8474
404.7383	2.0948	1.8476
404.8907	2.0593	1.8478
405.0431	2.0928	1.8480
405.1955	2.1099	1.8482
405.3479	2.1752	1.8484
405.5003	2.1538	1.8485
405.6527	2.1340	1.8487
405.8051	2.1377	1.8489
405.9575	2.1424	1.8491
406.1099	2.1419	1.8493
406.2623	2.1499	1.8495
406.4147	2.1549	1.8497
406.5671	2.1582	1.8499
406.7195	2.1489	1.8500
406.8719	2.1431	1.8502
407.0243	2.1098	1.8504
407.1767	2.0508	1.8506
407.3291	2.0524	1.8508
407.4815	2.0633	1.8510
407.6339	2.0417	1.8512
407.7863	2.0827	1.8514
407.9387	2.0807	1.8516
408.0911	2.0724	1.8517
408.2435	2.0731	1.8519
408.3959	2.0721	1.8521
408.5483	2.0483	1.8523
408.7007	2.0418	1.8525
408.8531	2.0499	1.8527
409.0055	2.0530	1.8529
409.1579	2.1379	1.8531
409.3103	2.1380	1.8533
409.4627	2.0974	1.8534
409.6151	2.0907	1.8536
409.7675	2.0933	1.8538
409.9199	2.0564	1.8540
410.0723	2.0575	1.8542
410.2247	2.0667	1.8544
410.3771	2.0862	1.8546
410.5295	2.0810	1.8548
410.6819	2.0833	1.8550
410.8343	2.0646	1.8551
410.9867	2.0793	1.8553
411.1391	2.0687	1.8555
411.2915	2.0442	1.8557
411.4439	2.0620	1.8559
411.5963	2.0919	1.8561
411.7487	2.0952	1.8563
411.9011	2.0875	1.8565
412.0535	2.0837	1.8567
412.2059	2.1025	1.8569
412.3583	2.0893	1.8570
412.5107	2.0909	1.8572
412.6631	2.0822	1.8574
412.8155	2.0765	1.8576
412.9679	2.0814	1.8578
413.1203	2.0898	1.8580
413.2727	2.0839	1.8582
413.4251	2.0918	1.8584
413.5775	2.0999	1.8586
413.7299	2.0945	1.8588
413.8823	2.0792	1.8590
414.0347	2.0675	1.8591
414.1871	2.0516	1.8593
414.3395	2.0620	1.8595
414.4919	2.0518	1.8597
414.6443	2.1129	1.8599
414.7967	2.1232	1.8601
414.9491	2.0914	1.8603
415.1015	2.0586	1.8605
415.2539	2.0418	1.8607
415.4063	2.0682	1.8609
415.5587	2.0262	1.8611
415.7111	2.0291	1.8612
415.8635	2.0236	1.8614
416.0159	2.0058	1.8616
416.1683	2.0253	1.8618
416.3207	2.0408	1.8620
416.4731	2.0387	1.8622
416.6255	2.0678	1.8624
416.7779	2.0596	1.8626
416.9303	2.0768	1.8628
417.0827	2.0723	1.8630
417.2351	2.0643	1.8632
417.3875	2.0430	1.8634
417.5399	2.0611	1.8636
417.6923	2.0603	1.8637
417.8447	2.0417	1.8639
417.9971	2.0665	1.8641
418.1495	2.0782	1.8643
418.3019	2.0852	1.8645
418.4543	2.0800	1.8647
418.6067	2.0803	1.8649
418.7591	2.0776	1.8651
418.9115	2.0457	1.8653
419.0639	2.0582	1.8655
419.2163	2.0527	1.8657
419.3687	2.0645	1.8659
419.5211	2.0824	1.8661
419.6735	2.0974	1.8662
419.8259	2.0978	1.8664
419.9783	2.1028	1.8666
420.1307	2.0977	1.8668
420.2831	2.1052	1.8670
420.4355	2.0720	1.8672
420.5879	2.0757	1.8674
420.7403	2.0756	1.8676
420.8927	2.0922	1.8678
421.0451	2.0819	1.8680
421.1975	2.0902	1.8682
421.3499	2.0995	1.8684
421.5023	2.1125	1.8686
421.6547	2.1158	1.8688
421.8071	2.1260	1.8690
421.9595	2.1115	1.8691
422.1119	2.1106	1.8693
422.2643	2.1026	1.8695
422.4167	2.0966	1.8697
422.5691	2.0788	1.8699
422.7215	2.0551	1.8701
422.8739	2.0562	1.8703
423.0263	2.0700	1.8705
423.1787	2.0804	1.8707
423.3311	2.0813	1.8709
423.4835	2.0941	1.8711
423.6359	2.1029	1.8713
423.7883	2.1125	1.8715
423.9407	2.1134	1.8717
424.0931	2.1099	1.8719
424.2455	2.1163	1.8721
424.3979	2.1044	1.8723
424.5503	2.0978	1.8725
424.7027	2.0913	1.8726
424.8551	2.0967	1.8728
425.0075	2.0832	1.8730
425.1599	2.0574	1.8732
425.3123	2.0718	1.8734
425.4647	2.0745	1.8736
425.6171	2.0745	1.8738
425.7695	2.0760	1.8740
425.9219	2.0843	1.8742
426.0743	2.0903	1.8744
426.2267	2.0960	1.8746
426.3791	2.0945	1.8748
426.5315	2.0949	1.8750
426.6839	2.0933	1.8752
426.8363	2.0937	1.8754
426.9887	2.1048	1.8756
427.1411	2.0972	1.8758
427.2935	2.0870	1.8760
427.4459	2.1021	1.8762
427.5983	2.0951	1.8764
427.7507	2.0893	1.8766
427.9031	2.0902	1.8768
428.0555	2.0874	1.8769
428.2079	2.0862	1.8771
428.3603	2.0914	1.8773
428.5127	2.1030	1.8775
428.6651	2.0829	1.8777
428.8175	2.0806	1.8779
428.9699	2.0770	1.8781
429.1223	2.0799	1.8783
429.2747	2.0787	1.8785
429.4271	2.0745	1.8787
429.5795	2.0538	1.8789
429.7319	2.0586	1.8791
429.8843	2.0618	1.8793
430.0367	2.0705	1.8795
430.1891	2.0852	1.8797
430.3415	2.0775	1.8799
430.4939	2.1036	1.8801
430.6463	2.1143	1.8803
430.7987	2.0841	1.8805
430.9511	2.0669	1.8807
431.1035	2.0653	1.8809
431.2559	2.1025	1.8811
431.4083	2.1008	1.8813
431.5607	2.1028	1.8815
431.7131	2.0953	1.8817
431.8655	2.0858	1.8819
432.0179	2.0871	1.8821
432.1703	2.0907	1.8823
432.3227	2.0802	1.8825
432.4751	2.0890	1.8827
432.6275	2.0971	1.8829
432.7799	2.1056	1.8831
432.9323	2.1092	1.8833
433.0847	2.1194	1.8835
433.2371	2.1036	1.8837
433.3895	2.1197	1.8838
433.5419	2.1359	1.8840
433.6943	2.1509	1.8842
433.8467	2.1510	1.8844
433.9991	2.1404	1.8846
434.1515	2.1330	1.8848
434.3039	2.1234	1.8850
434.4563	2.1118	1.8852
434.6087	2.0823	1.8854
434.7611	2.1437	1.8856
434.9135	2.1536	1.8858
435.0659	2.1620	1.8860
435.2183	2.1655	1.8862
435.3707	2.1638	1.8864
435.5231	2.1365	1.8866
435.6755	2.1234	1.8868
435.8279	2.1319	1.8870
435.9803	2.1460	1.8872
436.1327	2.1297	1.8874
436.2851	2.1211	1.8876
436.4375	2.1197	1.8878
436.5899	2.1191	1.8880
436.7423	2.0977	1.8882
436.8947	2.0608	1.8884
437.0471	2.0544	1.8886
437.1995	2.0586	1.8888
437.3519	2.0614	1.8890
437.5043	2.0550	1.8892
437.6567	2.0485	1.8894
437.8091	2.0472	1.8896
437.9615	2.0484	1.8898
438.1139	2.0607	1.8900
438.2663	2.0674	1.8902
438.4187	2.0699	1.8904
438.5711	2.0766	1.8906
438.7235	2.0748	1.8908
438.8759	2.0722	1.8910
439.0283	2.0597	1.8912
439.1807	2.0723	1.8914
439.3331	2.0730	1.8916
439.4855	2.0685	1.8918
439.6379	2.0539	1.8920
439.7903	2.0513	1.8922
439.9427	2.0468	1.8924
440.0951	2.0454	1.8926
440.2475	2.0407	1.8928
440.3999	2.0398	1.8930
440.5523	2.0372	1.8932
440.7047	2.0345	1.8934
440.8571	2.0301	1.8936
441.0095	2.0235	1.8938
441.1619	2.0194	1.8940
441.3143	2.0211	1.8942
441.4667	2.0350	1.8944
441.6191	2.0658	1.8946
441.7715	2.0757	1.8948
441.9239	2.0672	1.8950
442.0763	2.0592	1.8952
442.2287	2.0600	1.8954
442.3811	2.0585	1.8956
442.5335	2.0379	1.8958
442.6859	2.0221	1.8960
442.8383	2.0231	1.8962
442.9907	2.0208	1.8964
443.1431	2.0278	1.8966
443.2955	2.0348	1.8968
443.4479	2.0480	1.8970
443.6003	2.0541	1.8972
443.7527	2.0758	1.8975
443.9051	2.0766	1.8977
444.0575	2.0592	1.8979
444.2099	2.0313	1.8981
444.3623	2.0313	1.8983
444.5147	2.0414	1.8985
444.6671	2.0533	1.8987
444.8195	2.0388	1.8989
444.9719	2.0224	1.8991
445.1243	2.0370	1.8993
445.2767	2.0509	1.8995
445.4291	2.0569	1.8997
445.5815	2.0563	1.8999
445.7339	2.0541	1.9001
445.8863	2.0557	1.9003
446.0387	2.0613	1.9005
446.1911	2.0586	1.9007
446.3435	2.0502	1.9009
446.4959	2.0501	1.9011
446.6483	2.0587	1.9013
446.8007	2.0737	1.9015
446.9531	2.0821	1.9017
447.1055	2.0858	1.9019
447.2579	2.0727	1.9021
447.4103	2.0602	1.9023
447.5627	2.0529	1.9025
447.7151	2.0427	1.9027
447.8675	2.0419	1.9029
448.0199	2.0392	1.9031
448.1723	2.0310	1.9033
448.3247	2.0265	1.9035
448.4771	2.0259	1.9037
448.6295	2.0368	1.9039
448.7819	2.0492	1.9041
448.9343	2.0749	1.9044
449.0867	2.0757	1.9046
449.2391	2.0829	1.9048
449.3915	2.0754	1.9050
449.5439	2.0596	1.9052
449.6963	2.0497	1.9054
449.8487	2.0161	1.9056
450.0011	1.9938	1.9058
450.1535	1.9742	1.9060
450.3059	1.9992	1.9062
450.4583	2.0130	1.9064
450.6107	2.0265	1.9066
450.7631	2.0333	1.9068
450.9155	2.0470	1.9070
451.0679	2.0440	1.9072
451.2203	2.0414	1.9074
451.3727	2.0456	1.9076
451.5251	2.0558	1.9078
451.6775	2.0622	1.9080
451.8299	2.0726	1.9082
451.9823	2.0514	1.9084
452.1347	2.0428	1.9086
452.2871	2.0171	1.9089
452.4395	2.0207	1.9091
452.5919	2.0158	1.9093
452.7443	2.0182	1.9095
452.8967	2.0318	1.9097
453.0491	2.0314	1.9099
453.2015	2.0321	1.9101
453.3539	2.0270	1.9103
453.5063	2.0255	1.9105
453.6587	2.0196	1.9107
453.8111	1.9995	1.9109
453.9635	2.0180	1.9111
454.1159	2.0166	1.9113
454.2683	2.0126	1.9115
454.4207	2.0268	1.9117
454.5731	2.0226	1.9119
454.7255	2.0258	1.9121
454.8779	2.0190	1.9123
455.0303	2.0260	1.9126
455.1827	2.0363	1.9128
455.3351	2.0374	1.9130
455.4875	2.0347	1.9132
455.6399	2.0377	1.9134
455.7923	2.0227	1.9136
455.9447	2.0218	1.9138
456.0971	2.0168	1.9140
456.2495	2.0292	1.9142
456.4019	2.0252	1.9144
456.5543	2.0184	1.9146
456.7067	2.0236	1.9148
456.8591	2.0139	1.9150
457.0115	2.0157	1.9152
457.1639	2.0270	1.9154
457.3163	2.0328	1.9157
457.4687	2.0426	1.9159
457.6211	2.0366	1.9161
457.7735	2.0326	1.9163
457.9259	2.0363	1.9165
458.0783	2.0181	1.9167
458.2307	2.0118	1.9169
458.3831	2.0142	1.9171
458.5355	2.0492	1.9173
458.6879	2.0238	1.9175
458.8403	2.0399	1.9177
458.9927	2.0587	1.9179
459.1451	2.0593	1.9181
459.2975	2.0471	1.9183
459.4499	2.0680	1.9186
459.6023	2.0811	1.9188
459.7547	2.1171	1.9190
459.9071	2.1210	1.9192
460.0595	2.1137	1.9194
460.2119	2.1172	1.9196
460.3643	2.1232	1.9198
460.5167	2.1403	1.9200
460.6691	2.1439	1.9202
460.8215	2.1420	1.9204
460.9739	2.1655	1.9206
461.1263	2.1581	1.9208
461.2787	2.1474	1.9211
461.4311	2.1037	1.9213
461.5835	2.0930	1.9215
461.7359	2.0756	1.9217
461.8883	2.0818	1.9219
462.0407	2.0850	1.9221
462.1931	2.0724	1.9223
462.3455	2.0788	1.9225
462.4979	2.1237	1.9227
462.6503	2.0823	1.9229
462.8027	2.0812	1.9231
462.9551	2.0774	1.9233
463.1075	2.1141	1.9236
463.2599	2.1491	1.9238
463.4123	2.1428	1.9240
463.5647	2.1506	1.9242
463.7171	2.1646	1.9244
463.8695	2.1471	1.9246
464.0219	2.1487	1.9248
464.1743	2.1289	1.9250
464.3267	2.1117	1.9252
464.4791	2.1112	1.9254
464.6315	2.1230	1.9257
464.7839	2.1271	1.9259
464.9363	2.1417	1.9261
465.0887	2.1241	1.9263
465.2411	2.1061	1.9265
465.3935	2.0791	1.9267
465.5459	2.0664	1.9269
465.6983	2.0626	1.9271
465.8507	2.0534	1.9273
466.0031	2.1048	1.9275
466.1555	2.0913	1.9278
466.3079	2.0912	1.9280
466.4603	2.0989	1.9282
466.6127	2.1057	1.9284
466.7651	2.1030	1.9286
466.9175	2.1121	1.9288
467.0699	2.1188	1.9290
467.2223	2.1325	1.9292
467.3747	2.0805	1.9294
467.5271	2.0746	1.9296
467.6795	2.0795	1.9299
467.8319	2.0831	1.9301
467.9843	2.0832	1.9303
468.1367	2.0895	1.9305
468.2891	2.0973	1.9307
468.4415	2.0619	1.9309
468.5939	2.1160	1.9311
468.7463	2.0881	1.9313
468.8987	2.1150	1.9315
469.0511	2.1046	1.9318
469.2035	2.1004	1.9320
469.3559	2.1082	1.9322
469.5083	2.0981	1.9324
469.6607	2.1154	1.9326
469.8131	2.1093	1.9328
469.9655	2.1069	1.9330
470.1179	2.1073	1.9332
470.2703	2.1118	1.9335
470.4227	2.1069	1.9337
470.5751	2.1285	1.9339
470.7275	2.1494	1.9341
470.8799	2.1589	1.9343
471.0323	2.1583	1.9345
471.1847	2.1484	1.9347
471.3371	2.1440	1.9349
471.4895	2.1398	1.9351
471.6419	2.1419	1.9354
471.7943	2.1492	1.9356
471.9467	2.1385	1.9358
472.0991	2.1793	1.9360
472.2515	2.1877	1.9362
472.4039	2.1882	1.9364
472.5563	2.1943	1.9366
472.7087	2.1886	1.9368
472.8611	2.1951	1.9371
473.0135	2.1785	1.9373
473.1659	2.1446	1.9375
473.3183	2.1546	1.9377
473.4707	2.1765	1.9379
473.6231	2.1920	1.9381
473.7755	2.1943	1.9383
473.9279	2.2035	1.9386
474.0803	2.1613	1.9388
474.2327	2.1601	1.9390
474.3851	2.1639	1.9392
474.5375	2.1625	1.9394
474.6899	2.1782	1.9396
474.8423	2.1751	1.9398
474.9947	2.1780	1.9400
475.1471	2.1874	1.9403
475.2995	2.1809	1.9405
475.4519	2.1908	1.9407
475.6043	2.2655	1.9409
475.7567	2.2794	1.9411
475.9091	2.2924	1.9413
476.0615	2.2878	1.9415
476.2139	2.3124	1.9418
476.3663	2.3384	1.9420
476.5187	2.3512	1.9422
476.6711	2.3578	1.9424
476.8235	2.2903	1.9426
476.9759	2.2757	1.9428
477.1283	2.2358	1.9430
477.2807	2.1988	1.9433
477.4331	2.1723	1.9435
477.5855	2.1421	1.9437
477.7379	2.1364	1.9439
477.8903	2.1505	1.9441
478.0427	2.1507	1.9443
478.1951	2.1730	1.9445
478.3475	2.1782	1.9448
478.4999	2.1845	1.9450
478.6523	2.1578	1.9452
478.8047	2.1274	1.9454
478.9571	2.1632	1.9456
479.1095	2.1602	1.9458
479.2619	2.2438	1.9460
479.4143	2.3011	1.9463
479.5667	2.3152	1.9465
479.7191	2.3034	1.9467
479.8715	2.3117	1.9469
480.0239	2.3261	1.9471
480.1763	2.3112	1.9473
480.3287	2.2945	1.9476
480.4811	2.3332	1.9478
480.6335	2.3474	1.9480
480.7859	2.3684	1.9482
480.9383	2.3488	1.9484
481.0907	2.2966	1.9486
481.2431	2.2766	1.9489
481.3955	2.2686	1.9491
481.5479	2.2538	1.9493
481.7003	2.2409	1.9495
481.8527	2.2336	1.9497
482.0051	2.2289	1.9499
482.1575	2.2312	1.9501
482.3099	2.2510	1.9504
482.4623	2.2645	1.9506
482.6147	2.2710	1.9508
482.7671	2.2655	1.9510
482.9195	2.2609	1.9512
483.0719	2.2618	1.9514
483.2243	2.2434	1.9517
483.3767	2.2452	1.9519
483.5291	2.2592	1.9521
483.6815	2.2842	1.9523
483.8339	2.2976	1.9525
483.9863	2.2919	1.9527
484.1387	2.2920	1.9530
484.2911	2.2792	1.9532
484.4435	2.2963	1.9534
484.5959	2.2412	1.9536
484.7483	2.2472	1.9538
484.9007	2.2085	1.9540
485.0531	2.2069	1.9543
485.2055	2.2007	1.9545
485.3579	2.1946	1.9547
485.5103	2.2036	1.9549
485.6627	2.2096	1.9551
485.8151	2.2096	1.9554
485.9675	2.2171	1.9556
486.1199	2.2425	1.9558
486.2723	2.2562	1.9560
486.4247	2.3071	1.9562
486.5771	2.2768	1.9564
486.7295	2.2553	1.9567
486.8819	2.2358	1.9569
487.0343	2.2367	1.9571
487.1867	2.2731	1.9573
487.3391	2.2909	1.9575
487.4915	2.3058	1.9578
487.6439	2.3211	1.9580
487.7963	2.3446	1.9582
487.9487	2.3565	1.9584
488.1011	2.3463	1.9586
488.2535	2.2982	1.9588
488.4059	2.2946	1.9591
488.5583	2.2530	1.9593
488.7107	2.2262	1.9595
488.8631	2.2254	1.9597
489.0155	2.2278	1.9599
489.1679	2.2308	1.9602
489.3203	2.2374	1.9604
489.4727	2.2498	1.9606
489.6251	2.2770	1.9608
489.7775	2.2518	1.9610
489.9299	2.2544	1.9613
490.0823	2.2466	1.9615
490.2347	2.2516	1.9617
490.3871	2.2331	1.9619
490.5395	2.2451	1.9621
490.6919	2.2439	1.9623
490.8443	2.2544	1.9626
490.9967	2.2727	1.9628
491.1491	2.3005	1.9630
491.3015	2.3033	1.9632
491.4539	2.2722	1.9634
491.6063	2.2650	1.9637
491.7587	2.2698	1.9639
491.9111	2.2523	1.9641
492.0635	2.2466	1.9643
492.2159	2.2527	1.9645
492.3683	2.2541	1.9648
492.5207	2.2997	1.9650
492.6731	2.3264	1.9652
492.8255	2.3392	1.9654
492.9779	2.3158	1.9656
493.1303	2.3204	1.9659
493.2827	2.3556	1.9661
493.4351	2.3471	1.9663
493.5875	2.3102	1.9665
493.7399	2.3127	1.9667
493.8923	2.3118	1.9670
494.0447	2.3166	1.9672
494.1971	2.3138	1.9674
494.3495	2.3064	1.9676
494.5019	2.2862	1.9678
494.6543	2.2821	1.9681
494.8067	2.2627	1.9683
494.9591	2.2589	1.9685
495.1115	2.2842	1.9687
495.2639	2.2785	1.9690
495.4163	2.2744	1.9692
495.5687	2.2998	1.9694
495.7211	2.2969	1.9696
495.8735	2.2650	1.9698
496.0259	2.2361	1.9701
496.1783	2.2647	1.9703
496.3307	2.3159	1.9705
496.4831	2.3119	1.9707
496.6355	2.3095	1.9709
496.7879	2.3096	1.9712
496.9403	2.3200	1.9714
497.0927	2.3328	1.9716
497.2451	2.3263	1.9718
497.3975	2.3071	1.9721
497.5499	2.3081	1.9723
497.7023	2.2917	1.9725
497.8547	2.2896	1.9727
498.0071	2.2748	1.9729
498.1595	2.2426	1.9732
498.3119	2.2389	1.9734
498.4643	2.2447	1.9736
498.6167	2.2434	1.9738
498.7691	2.2533	1.9741
498.9215	2.2608	1.9743
499.0739	2.2818	1.9745
499.2263	2.2600	1.9747
499.3787	2.2758	1.9749
499.5311	2.2798	1.9752
499.6835	2.2848	1.9754
499.8359	2.3090	1.9756
499.9883	2.3072	1.9758
500.1407	2.3175	1.9761
500.2931	2.2991	1.9763
500.4455	2.3051	1.9765
500.5979	2.3037	1.9767
500.7503	2.3180	1.9770
500.9027	2.3144	1.9772
501.0551	2.3184	1.9774
501.2075	2.3083	1.9776
501.3599	2.3507	1.9778
501.5123	2.3744	1.9781
501.6647	2.4646	1.9783
501.8171	2.4011	1.9785
501.9695	2.3771	1.9787
502.1219	2.2755	1.9790
502.2743	2.2764	1.9792
502.4267	2.2856	1.9794
502.5791	2.2914	1.9796
502.7315	2.2935	1.9799
502.8839	2.2994	1.9801
503.0363	2.3026	1.9803
503.1887	2.3009	1.9805
503.3411	2.3103	1.9808
503.4935	2.3115	1.9810
503.6459	2.3250	1.9812
503.7983	2.3241	1.9814
503.9507	2.3282	1.9817
504.1031	2.3358	1.9819
504.2555	2.3394	1.9821
504.4079	2.3588	1.9823
504.5603	2.3673	1.9825
504.7127	2.3630	1.9828
504.8651	2.3215	1.9830
505.0175	2.2923	1.9832
505.1699	2.2681	1.9834
505.3223	2.2872	1.9837
505.4747	2.3078	1.9839
505.6271	2.3212	1.9841
505.7795	2.3300	1.9843
505.9319	2.3259	1.9846
506.0843	2.3238	1.9848
506.2367	2.3311	1.9850
506.3891	2.2916	1.9852
506.5415	2.2806	1.9855
506.6939	2.2749	1.9857
506.8463	2.2872	1.9859
506.9987	2.2693	1.9861
507.1511	2.2826	1.9864
507.3035	2.2608	1.9866
507.4559	2.2581	1.9868
507.6083	2.2478	1.9871
507.7607	2.2370	1.9873
507.9131	2.2697	1.9875
508.0655	2.2804	1.9877
508.2179	2.3163	1.9880
508.3703	2.3377	1.9882
508.5227	2.3317	1.9884
508.6751	2.3089	1.9886
508.8275	2.2793	1.9889
508.9799	2.2910	1.9891
509.1323	2.3084	1.9893
509.2847	2.3264	1.9895
509.4371	2.3351	1.9898
509.5895	2.3608	1.9900
509.7419	2.3703	1.9902
509.8943	2.3715	1.9904
510.0467	2.3584	1.9907
510.1991	2.3383	1.9909
510.3515	2.3158	1.9911
510.5039	2.3126	1.9914
510.6563	2.3060	1.9916
510.8087	2.2916	1.9918
510.9611	2.2858	1.9920
511.1135	2.2653	1.9923
511.2659	2.2456	1.9925
511.4183	2.2535	1.9927
511.5707	2.2593	1.9929
511.7231	2.2761	1.9932
511.8755	2.2807	1.9934
512.0279	2.2846	1.9936
512.1803	2.3121	1.9938
512.3327	2.3042	1.9941
512.4851	2.3049	1.9943
512.6375	2.3065	1.9945
512.7899	2.3089	1.9948
512.9423	2.3041	1.9950
513.0947	2.3086	1.9952
513.2471	2.3253	1.9954
513.3995	2.3118	1.9957
513.5519	2.3125	1.9959
513.7043	2.3123	1.9961
513.8567	2.2972	1.9964
514.0091	2.2362	1.9966
514.1615	2.2557	1.9968
514.3139	2.2551	1.9970
514.4663	2.2345	1.9973
514.6187	2.2619	1.9975
514.7711	2.2621	1.9977
514.9235	2.2742	1.9980
515.0759	2.2935	1.9982
515.2283	2.2775	1.9984
515.3807	2.3078	1.9986
515.5331	2.3055	1.9989
515.6855	2.2815	1.9991
515.8379	2.2966	1.9993
515.9903	2.3131	1.9996
516.1427	2.3721	1.9998
