# IODP371 site U1510 Rate of penetration (ROP) and Weight on bit (WOB) data. Data are only available for below 150 m in the borehole.
depth_(m)	ROP_(m/s)	WOB_(kN)
429.0910	0.0039	224.8420
429.1410	0.0040	224.8420
429.1910	0.0040	224.8420
429.2410	0.0040	224.8420
429.2910	0.0040	226.8280
429.3410	0.0040	228.0160
429.3910	0.0040	229.2840
429.4410	0.0040	229.6210
429.4910	0.0040	229.6490
429.5410	0.0040	230.8880
429.5910	0.0040	230.8880
429.6410	0.0040	230.8880
429.6910	0.0039	230.8880
429.7410	0.0039	229.8780
429.7910	0.0039	229.6610
429.8410	0.0039	229.4900
429.8910	0.0035	225.3460
429.9410	0.0034	225.1770
429.9910	0.0034	225.0490
430.0410	0.0034	224.9630
430.0910	0.0034	224.9630
430.1410	0.0034	225.0490
430.1910	0.0034	223.6290
430.2410	0.0034	221.3100
430.2910	0.0035	223.6290
430.3410	0.0035	225.9470
430.3910	0.0036	227.6110
430.4410	0.0037	227.4190
430.4910	0.0038	227.4220
430.5410	0.0039	227.6110
430.5910	0.0039	227.7400
430.6410	0.0039	227.7400
430.6910	0.0039	228.6950
430.7410	0.0039	228.6950
430.7910	0.0039	229.4030
430.8410	0.0039	229.5320
430.8910	0.0039	229.9760
430.9410	0.0039	229.9760
430.9910	0.0039	230.1970
431.0410	0.0038	230.1970
431.0910	0.0038	230.1970
431.1410	0.0038	230.1970
431.1910	0.0037	229.3890
431.2410	0.0037	228.4400
431.2910	0.0037	228.3440
431.3410	0.0037	228.0020
431.3910	0.0037	228.3440
431.4410	0.0037	228.0020
431.4910	0.0037	228.0020
431.5410	0.0037	227.6600
431.5910	0.0033	224.2540
431.6410	0.0032	220.6950
431.6910	0.0032	219.9940
431.7410	0.0030	219.7040
431.7910	0.0030	218.5030
431.8410	0.0030	217.7250
431.8910	0.0030	217.3700
431.9410	0.0030	217.3700
431.9910	0.0031	217.3700
432.0410	0.0033	217.7250
432.0910	0.0034	219.5440
432.1410	0.0034	220.6040
432.1910	0.0039	220.6040
432.2410	0.0040	222.0270
432.2910	0.0040	222.0270
432.3410	0.0040	222.6720
432.3910	0.0041	223.0030
432.4410	0.0042	223.0030
432.4910	0.0042	223.0030
432.5410	0.0043	223.2180
432.5910	0.0043	223.3640
432.6410	0.0043	224.3020
432.6910	0.0044	225.2400
432.7410	0.0044	227.4720
432.7910	0.0048	228.1520
432.8410	0.0051	228.8320
432.8910	0.0056	228.9410
432.9410	0.0056	228.9410
432.9910	0.0057	228.9410
433.0410	0.0057	228.9410
433.0910	0.0057	229.3400
433.1410	0.0057	228.2150
433.1910	0.0057	228.2150
433.2410	0.0056	228.2150
433.2910	0.0056	226.3850
433.3410	0.0056	225.1010
433.3910	0.0056	225.0030
433.4410	0.0056	224.6990
433.4910	0.0056	224.2060
433.5410	0.0057	221.2850
433.5910	0.0058	221.2850
433.6410	0.0058	221.2850
433.6910	0.0059	221.2850
433.7410	0.0059	222.3680
433.7910	0.0060	225.0270
433.8410	0.0065	225.2300
433.8910	0.0065	225.3470
433.9410	0.0065	225.8510
433.9910	0.0065	225.8510
434.0410	0.0060	225.8510
434.0910	0.0057	225.8510
434.1410	0.0056	225.4440
434.1910	0.0056	225.4440
434.2410	0.0056	225.4440
434.2910	0.0056	225.4440
434.3410	0.0052	228.7710
434.3910	0.0052	228.7930
434.4410	0.0052	228.7930
434.4910	0.0050	228.8370
434.5410	0.0050	228.8370
434.5910	0.0050	228.8510
434.6410	0.0048	229.2040
434.6910	0.0047	229.8360
434.7410	0.0047	229.8360
434.7910	0.0047	229.8360
434.8410	0.0047	229.8360
434.8910	0.0047	229.8360
434.9410	0.0055	229.3520
434.9910	0.0058	229.2340
435.0410	0.0062	228.7720
435.0910	0.0062	228.5260
435.1410	0.0062	227.5480
435.1910	0.0062	226.4960
435.2410	0.0065	226.1420
435.2910	0.0065	226.1420
435.3410	0.0065	226.1420
435.3910	0.0065	226.1420
435.4410	0.0065	273.4520
435.4910	0.0068	273.4520
435.5410	0.0068	273.4520
435.5910	0.0068	273.4520
435.6410	0.0069	271.9760
435.6910	0.0069	270.5010
435.7410	0.0070	262.6270
435.7910	0.0071	253.0190
435.8410	0.0075	251.7150
435.8910	0.0075	251.2630
435.9410	0.0075	249.0830
435.9910	0.0075	247.4670
436.0410	0.0074	245.2430
436.0910	0.0074	245.2360
436.1410	0.0074	243.3520
436.1910	0.0074	243.1670
436.2410	0.0074	242.1290
436.2910	0.0072	236.9540
436.3410	0.0072	236.9540
436.3910	0.0071	236.9540
436.4410	0.0071	236.9540
436.4910	0.0071	237.9700
436.5410	0.0071	239.1380
436.5910	0.0074	240.2840
436.6410	0.0075	242.7680
436.6910	0.0076	243.5760
436.7410	0.0077	244.0220
436.7910	0.0078	244.9360
436.8410	0.0078	245.2250
436.8910	0.0078	245.3890
436.9410	0.0078	245.6380
436.9910	0.0078	245.6380
437.0410	0.0078	245.6380
437.0910	0.0074	245.6380
437.1410	0.0067	244.0610
437.1910	0.0065	243.7970
437.2410	0.0063	241.3100
437.2910	0.0063	241.3100
437.3410	0.0063	241.3100
437.3910	0.0063	240.7520
437.4410	0.0064	240.7520
437.4910	0.0065	240.7520
437.5410	0.0065	237.2230
437.5910	0.0066	237.2230
437.6410	0.0067	237.2230
437.6910	0.0067	237.2230
437.7410	0.0067	237.2230
437.7910	0.0067	237.6550
437.8410	0.0067	239.3700
437.8910	0.0067	241.9240
437.9410	0.0067	242.3330
437.9910	0.0068	243.0770
438.0410	0.0068	243.0770
438.0910	0.0068	243.0770
438.1410	0.0070	243.0770
438.1910	0.0070	242.8660
438.2410	0.0070	242.1350
438.2910	0.0070	241.9570
438.3410	0.0070	241.7790
438.3910	0.0070	241.7790
438.4410	0.0070	241.9570
438.4910	0.0070	242.1350
438.5410	0.0069	242.1400
438.5910	0.0069	242.3180
438.6410	0.0069	245.4030
438.6910	0.0067	245.4030
438.7410	0.0066	245.4030
438.7910	0.0066	245.4810
438.8410	0.0060	245.5270
438.8910	0.0059	245.5270
438.9410	0.0056	245.7800
438.9910	0.0056	246.0660
439.0410	0.0056	246.1030
439.0910	0.0055	246.5730
439.1410	0.0055	248.7360
439.1910	0.0055	249.2540
439.2410	0.0055	250.2960
439.2910	0.0055	250.2960
439.3410	0.0055	250.2960
439.3910	0.0055	250.2960
439.4410	0.0053	250.2960
439.4910	0.0046	250.2960
439.5410	0.0043	246.7110
439.5910	0.0039	235.6310
439.6410	0.0039	235.6310
439.6910	0.0039	235.6310
439.7410	0.0039	234.5130
439.7910	0.0045	233.4900
439.8410	0.0050	233.4900
439.8910	0.0056	235.2630
439.9410	0.0056	235.2630
439.9910	0.0056	235.2630
440.0410	0.0057	235.2630
440.0910	0.0057	236.1320
440.1410	0.0057	236.6660
440.1910	0.0057	240.2360
440.2410	0.0057	240.5410
440.2910	0.0058	241.3440
440.3410	0.0058	242.3850
440.3910	0.0058	242.6430
440.4410	0.0060	242.6430
440.4910	0.0060	242.6430
440.5410	0.0066	242.6430
440.5910	0.0074	236.1490
440.6410	0.0074	236.1490
440.6910	0.0074	236.1490
440.7410	0.0074	236.1490
440.7910	0.0074	236.1890
440.8410	0.0074	236.9080
440.8910	0.0074	238.0450
440.9410	0.0075	240.8900
440.9910	0.0084	262.2580
441.0410	0.0091	262.9470
441.0910	0.0091	262.9490
441.1410	0.0091	262.9610
441.1910	0.0091	262.9610
441.2410	0.0091	262.9750
441.2910	0.0091	262.9860
441.3410	0.0090	262.9860
441.3910	0.0087	265.6160
441.4410	0.0086	265.9880
441.4910	0.0081	273.8880
441.5410	0.0076	273.8880
441.5910	0.0076	273.8880
441.6410	0.0076	273.8880
441.6910	0.0076	273.2920
441.7410	0.0076	272.8640
441.7910	0.0076	272.8640
441.8410	0.0076	272.7610
441.8910	0.0076	272.6840
441.9410	0.0076	272.3820
441.9910	0.0076	272.3100
442.0410	0.0074	269.8230
442.0910	0.0074	269.0590
442.1410	0.0074	264.8830
442.1910	0.0074	263.8720
442.2410	0.0075	260.1920
442.2910	0.0076	257.0280
442.3410	0.0076	252.8040
442.3910	0.0076	251.8350
442.4410	0.0076	250.9570
442.4910	0.0076	250.9000
442.5410	0.0076	250.5000
442.5910	0.0076	249.5930
442.6410	0.0076	246.3110
442.6910	0.0076	246.1120
442.7410	0.0074	245.4340
442.7910	0.0071	244.1490
442.8410	0.0069	242.6180
442.8910	0.0067	242.0650
442.9410	0.0067	240.4340
442.9910	0.0067	240.4340
443.0410	0.0067	240.4340
443.0910	0.0067	240.4340
443.1410	0.0067	242.5470
443.1910	0.0067	245.7580
443.2410	0.0061	245.7580
443.2910	0.0061	245.8800
443.3410	0.0058	247.0260
443.3910	0.0055	247.3730
443.4410	0.0055	250.5470
443.4910	0.0055	250.5470
443.5410	0.0055	250.5470
443.5910	0.0055	250.5470
443.6410	0.0057	247.6480
443.6910	0.0057	246.2110
443.7410	0.0057	244.3380
443.7910	0.0057	243.6710
443.8410	0.0057	243.5730
443.8910	0.0057	243.1130
443.9410	0.0052	242.4800
443.9910	0.0052	241.8580
444.0410	0.0050	241.2750
444.0910	0.0047	241.1520
444.1410	0.0047	241.2750
444.1910	0.0047	241.8580
444.2410	0.0047	242.4800
444.2910	0.0047	244.6100
444.3410	0.0047	244.6100
444.3910	0.0049	244.6100
444.4410	0.0049	244.6100
444.4910	0.0049	243.7910
444.5410	0.0047	243.6420
444.5910	0.0047	243.3850
444.6410	0.0047	243.0290
444.6910	0.0047	242.3350
444.7410	0.0044	239.7760
444.7910	0.0042	239.7760
444.8410	0.0042	239.7760
444.8910	0.0040	238.5290
444.9410	0.0040	236.1780
444.9910	0.0040	235.2040
445.0410	0.0040	231.3020
445.0910	0.0040	221.9250
445.1410	0.0039	221.9250
445.1910	0.0039	221.9250
445.2410	0.0036	221.9250
445.2910	0.0036	221.9250
445.3410	0.0036	222.5930
445.3910	0.0035	222.5930
445.4410	0.0035	222.5930
445.4910	0.0035	221.7120
445.5410	0.0031	219.7620
445.5910	0.0026	215.8430
445.6410	0.0024	215.1830
445.6910	0.0023	214.2800
445.7410	0.0023	213.1800
445.7910	0.0023	213.1800
445.8410	0.0023	213.1800
445.8910	0.0041	213.1800
445.9410	0.0052	215.9410
445.9910	0.0053	217.7520
446.0410	0.0060	220.4600
446.0910	0.0066	222.4630
446.1410	0.0070	224.4280
446.1910	0.0071	224.5240
446.2410	0.0074	225.9910
446.2910	0.0076	226.5440
446.3410	0.0084	227.9130
446.3910	0.0085	228.4050
446.4410	0.0085	229.7350
446.4910	0.0085	230.3950
446.5410	0.0085	230.3950
446.5910	0.0085	230.3950
446.6410	0.0085	230.3950
446.6910	0.0085	230.3950
446.7410	0.0089	230.2920
446.7910	0.0092	229.3130
446.8410	0.0101	229.0370
446.8910	0.0101	228.3440
446.9410	0.0101	227.3390
446.9910	0.0102	226.6000
447.0410	0.0103	226.5690
447.0910	0.0108	226.5690
447.1410	0.0108	226.5420
447.1910	0.0117	226.5420
447.2410	0.0117	226.5420
447.2910	0.0122	226.6360
447.3410	0.0122	227.9080
447.3910	0.0129	228.2370
447.4410	0.0133	228.7670
447.4910	0.0134	229.8700
447.5410	0.0134	230.9730
447.5910	0.0134	232.0690
447.6410	0.0135	232.0690
447.6910	0.0135	232.0690
447.7410	0.0139	232.0690
447.7910	0.0146	227.8590
447.8410	0.0157	217.7190
447.8910	0.0157	216.8260
447.9410	0.0158	216.3120
447.9910	0.0158	215.9470
448.0410	0.0158	215.0990
448.0910	0.0158	214.2300
448.1410	0.0155	209.4140
448.1910	0.0155	208.3460
448.2410	0.0155	207.8550
448.2910	0.0155	207.8550
448.3410	0.0162	207.8550
448.3910	0.0162	207.8550
448.4410	0.0163	207.8550
448.4910	0.0163	208.7910
448.5410	0.0165	209.0270
448.5910	0.0163	209.0900
448.6410	0.0163	209.1530
448.6910	0.0165	209.2160
448.7410	0.0166	210.9200
448.7910	0.0171	212.0870
448.8410	0.0174	212.1030
448.8910	0.0174	212.1030
448.9410	0.0175	212.1030
448.9910	0.0177	212.1030
449.0410	0.0181	210.8280
449.0910	0.0184	210.8280
449.1410	0.0186	210.8280
449.1910	0.0187	210.8280
449.2410	0.0187	211.0150
449.2910	0.0187	211.0450
449.3410	0.0187	211.0450
449.3910	0.0187	211.0450
449.4410	0.0187	211.0450
449.4910	0.0187	211.8170
449.5410	0.0187	212.8230
449.5910	0.0187	212.8230
449.6410	0.0187	212.8230
449.6910	0.0198	212.8230
449.7410	0.0199	208.1540
449.7910	0.0199	208.1540
449.8410	0.0199	208.1540
449.8910	0.0199	208.1540
449.9410	0.0199	208.1540
449.9910	0.0199	208.1540
450.0410	0.0199	208.1540
450.0910	0.0195	208.1540
450.1410	0.0195	208.1540
450.1910	0.0194	208.1540
450.2410	0.0194	208.5070
450.2910	0.0194	209.9730
450.3410	0.0195	210.3380
450.3910	0.0195	210.3380
450.4410	0.0196	210.3380
450.4910	0.0197	210.3380
450.5410	0.0205	209.5270
450.5910	0.0205	208.6880
450.6410	0.0207	208.3360
450.6910	0.0207	208.3360
450.7410	0.0209	208.3360
450.7910	0.0209	208.3360
450.8410	0.0209	208.3360
450.8910	0.0209	208.3360
450.9410	0.0206	208.8100
450.9910	0.0206	209.2210
451.0410	0.0206	209.2210
451.0910	0.0206	209.2210
451.1410	0.0207	209.2210
451.1910	0.0207	209.2210
451.2410	0.0208	209.3790
451.2910	0.0211	209.6660
451.3410	0.0212	209.9460
451.3910	0.0214	210.1480
451.4410	0.0215	210.3710
451.4910	0.0217	210.4630
451.5410	0.0217	210.6170
451.5910	0.0217	210.6270
451.6410	0.0217	210.6270
451.6910	0.0217	210.6270
451.7410	0.0217	210.6270
451.7910	0.0217	210.6170
451.8410	0.0217	210.6170
451.8910	0.0218	209.4610
451.9410	0.0219	209.4610
451.9910	0.0219	209.4610
452.0410	0.0219	209.4610
452.0910	0.0219	209.4610
452.1410	0.0219	209.4610
452.1910	0.0219	209.4610
452.2410	0.0220	209.4610
452.2910	0.0220	209.4610
452.3410	0.0224	209.9910
452.3910	0.0226	209.9910
452.4410	0.0226	209.9910
452.4910	0.0227	209.9910
452.5410	0.0227	209.9910
452.5910	0.0227	209.9910
452.6410	0.0227	209.9910
452.6910	0.0222	209.9910
452.7410	0.0221	209.9910
452.7910	0.0216	213.8460
452.8410	0.0216	214.8880
452.8910	0.0216	220.6740
452.9410	0.0216	220.8940
452.9910	0.0216	221.1130
453.0410	0.0217	221.3990
453.0910	0.0218	222.0310
453.1410	0.0229	223.3580
453.1910	0.0229	225.2720
453.2410	0.0229	225.2720
453.2910	0.0229	225.2720
453.3410	0.0228	226.1540
453.3910	0.0223	226.1540
453.4410	0.0218	224.4000
453.4910	0.0218	221.2980
453.5410	0.0215	221.2980
453.5910	0.0211	221.2730
453.6410	0.0207	216.0580
453.6910	0.0205	216.0580
453.7410	0.0205	213.9510
453.7910	0.0205	213.8460
453.8410	0.0205	213.8460
453.8910	0.0205	213.8460
453.9410	0.0204	213.8460
453.9910	0.0198	213.9510
454.0410	0.0198	214.1740
454.0910	0.0198	215.3490
454.1410	0.0193	223.5730
454.1910	0.0193	224.1870
454.2410	0.0193	224.8810
454.2910	0.0193	229.0500
454.3410	0.0193	231.6040
454.3910	0.0192	233.7580
454.4410	0.0192	234.2220
454.4910	0.0186	234.2220
454.5410	0.0184	234.2220
454.5910	0.0184	234.2220
454.6410	0.0182	232.1920
454.6910	0.0182	226.7480
454.7410	0.0180	224.7290
454.7910	0.0179	219.6810
454.8410	0.0179	219.4050
454.8910	0.0179	217.1440
454.9410	0.0178	216.7340
454.9910	0.0177	216.7340
455.0410	0.0176	215.6430
455.0910	0.0176	213.0360
455.1410	0.0176	210.7660
455.1910	0.0176	206.2330
455.2410	0.0177	204.8700
455.2910	0.0183	199.5560
455.3410	0.0183	199.5070
455.3910	0.0183	199.1500
455.4410	0.0183	199.0570
455.4910	0.0182	199.0570
455.5410	0.0181	198.3150
455.5910	0.0180	186.5360
455.6410	0.0179	185.9130
455.6910	0.0179	185.9130
455.7410	0.0179	185.9130
455.7910	0.0179	185.9130
455.8410	0.0179	191.9110
455.8910	0.0179	196.7230
455.9410	0.0179	224.8560
455.9910	0.0182	230.6130
456.0410	0.0182	235.7110
456.0910	0.0182	236.8320
456.1410	0.0182	243.2220
456.1910	0.0182	246.2300
456.2410	0.0182	249.0390
456.2910	0.0181	249.4030
456.3410	0.0180	249.7670
456.3910	0.0179	250.1300
456.4410	0.0177	250.4940
456.4910	0.0177	250.4940
456.5410	0.0177	250.4940
456.5910	0.0177	250.4940
456.6410	0.0185	240.9410
456.6910	0.0186	240.7680
456.7410	0.0186	240.3300
456.7910	0.0186	239.2600
456.8410	0.0185	239.2600
456.8910	0.0182	239.2600
456.9410	0.0182	239.2600
456.9910	0.0182	239.2600
457.0410	0.0182	239.2600
457.0910	0.0182	239.2600
457.1410	0.0182	239.2600
457.1910	0.0182	239.2600
457.2410	0.0182	239.2600
457.2910	0.0183	239.2600
457.3410	0.0185	239.2600
457.3910	0.0185	239.2600
457.4410	0.0185	239.2600
457.4910	0.0185	239.2600
457.5410	0.0181	239.1900
457.5910	0.0181	237.4520
457.6410	0.0181	236.5570
457.6910	0.0181	233.3790
457.7410	0.0183	230.7900
457.7910	0.0189	227.6000
457.8410	0.0190	227.0490
457.8910	0.0190	227.0490
457.9410	0.0190	227.0160
457.9910	0.0190	225.5970
458.0410	0.0190	223.9000
458.0910	0.0190	223.9000
458.1410	0.0190	223.9000
458.1910	0.0190	223.9000
458.2410	0.0193	223.9490
458.2910	0.0194	223.9490
458.3410	0.0196	223.9490
458.3910	0.0197	226.8990
458.4410	0.0197	227.0010
458.4910	0.0197	227.0010
458.5410	0.0197	227.0260
458.5910	0.0193	227.0490
458.6410	0.0193	229.0160
458.6910	0.0192	229.5110
458.7410	0.0192	229.7970
458.7910	0.0192	229.7970
458.8410	0.0192	229.7970
458.8910	0.0192	229.7970
458.9410	0.0192	229.3450
458.9910	0.0193	229.1580
459.0410	0.0194	229.1580
459.0910	0.0194	229.1220
459.1410	0.0208	225.9590
459.1910	0.0212	225.6040
459.2410	0.0216	223.6260
459.2910	0.0216	223.5630
459.3410	0.0216	223.2670
459.3910	0.0216	222.9260
459.4410	0.0216	222.5850
459.4910	0.0216	222.5170
459.5410	0.0216	222.5170
459.5910	0.0216	222.5170
459.6410	0.0216	222.5170
459.6910	0.0224	221.9290
459.7410	0.0224	221.1130
459.7910	0.0225	220.2970
459.8410	0.0227	220.2970
459.8910	0.0228	220.2970
459.9410	0.0228	220.2970
459.9910	0.0229	221.6510
460.0410	0.0232	223.4730
460.0910	0.0237	224.1460
460.1410	0.0237	225.0600
460.1910	0.0239	225.8080
460.2410	0.0245	228.7180
460.2910	0.0245	228.7970
460.3410	0.0245	228.8760
460.3910	0.0245	229.3860
460.4410	0.0246	229.7360
460.4910	0.0246	229.9310
460.5410	0.0246	229.9310
460.5910	0.0246	229.9310
460.6410	0.0246	229.9310
460.6910	0.0246	229.8550
460.7410	0.0239	229.7000
460.7910	0.0238	229.5800
460.8410	0.0233	229.5290
460.8910	0.0231	224.1050
460.9410	0.0230	224.1050
460.9910	0.0228	224.1050
461.0410	0.0228	224.0540
461.0910	0.0228	223.9720
461.1410	0.0228	223.8900
461.1910	0.0228	223.8080
461.2410	0.0228	223.7260
461.2910	0.0228	221.5510
461.3410	0.0228	220.6980
461.3910	0.0228	220.6980
461.4410	0.0228	220.6980
461.4910	0.0228	220.6980
461.5410	0.0228	220.8610
461.5910	0.0228	221.8510
461.6410	0.0226	224.5500
461.6910	0.0225	225.4170
461.7410	0.0225	225.6010
461.7910	0.0225	225.6010
461.8410	0.0225	225.6010
461.8910	0.0225	225.6010
461.9410	0.0223	223.7500
461.9910	0.0223	223.3230
462.0410	0.0222	223.1950
462.0910	0.0222	223.1950
462.1410	0.0219	223.1950
462.1910	0.0219	223.1950
462.2410	0.0218	223.5480
462.2910	0.0218	223.9680
462.3410	0.0218	225.6460
462.3910	0.0218	226.4710
462.4410	0.0218	227.5220
462.4910	0.0218	229.7850
462.5410	0.0218	230.3130
462.5910	0.0218	232.1610
462.6410	0.0218	232.5130
462.6910	0.0218	232.8550
462.7410	0.0218	233.1980
462.7910	0.0218	233.5400
462.8410	0.0218	233.8820
462.8910	0.0218	234.5290
462.9410	0.0219	240.5050
462.9910	0.0220	241.4410
463.0410	0.0220	241.8490
463.0910	0.0220	242.4400
463.1410	0.0221	249.1300
463.1910	0.0221	249.1300
463.2410	0.0221	249.1300
463.2910	0.0220	249.1300
463.3410	0.0220	249.6210
463.3910	0.0215	252.3500
463.4410	0.0215	252.3500
463.4910	0.0213	252.3500
463.5410	0.0210	252.3500
463.5910	0.0209	251.5370
463.6410	0.0209	251.5370
463.6910	0.0209	250.1380
463.7410	0.0208	249.4010
463.7910	0.0207	249.0640
463.8410	0.0207	248.8080
463.8910	0.0207	249.0640
463.9410	0.0209	249.0640
463.9910	0.0209	249.0640
464.0410	0.0209	251.1490
464.0910	0.0211	251.1490
464.1410	0.0212	251.1490
464.1910	0.0213	251.1490
464.2410	0.0214	215.7860
464.2910	0.0214	214.1940
464.3410	0.0214	211.3450
464.3910	0.0214	211.1180
464.4410	0.0214	211.1180
464.4910	0.0214	211.1180
464.5410	0.0212	211.1180
464.5910	0.0204	210.7090
464.6410	0.0202	208.2090
464.6910	0.0201	207.4120
464.7410	0.0201	206.2600
464.7910	0.0201	206.2600
464.8410	0.0201	206.2600
464.8910	0.0201	206.2600
464.9410	0.0201	205.9720
464.9910	0.0192	205.9720
465.0410	0.0192	205.9720
465.0910	0.0187	205.7920
465.1410	0.0186	205.3510
465.1910	0.0185	204.9470
465.2410	0.0185	204.9470
465.2910	0.0185	203.8900
465.3410	0.0185	203.6960
465.3910	0.0185	203.4120
465.4410	0.0185	203.4120
465.4910	0.0184	203.1490
465.5410	0.0184	203.1490
465.5910	0.0183	203.1490
465.6410	0.0180	203.1490
465.6910	0.0173	198.9370
465.7410	0.0172	198.9370
465.7910	0.0172	198.9370
465.8410	0.0172	194.5680
465.8910	0.0172	192.0510
465.9410	0.0171	192.0510
465.9910	0.0171	192.0510
466.0410	0.0171	192.0260
466.0910	0.0171	191.9210
466.1410	0.0171	191.7830
466.1910	0.0171	191.6450
466.2410	0.0171	189.8530
466.2910	0.0154	188.3290
466.3410	0.0148	187.4840
466.3910	0.0147	187.4840
466.4410	0.0143	187.4840
466.4910	0.0143	188.3290
466.5410	0.0141	191.7560
466.5910	0.0141	192.0100
466.6410	0.0141	192.2640
466.6910	0.0141	192.5190
466.7410	0.0140	192.7730
466.7910	0.0140	193.4780
466.8410	0.0140	195.0570
466.8910	0.0139	195.4900
466.9410	0.0138	202.8520
466.9910	0.0137	203.2990
467.0410	0.0136	203.7360
467.0910	0.0135	204.2420
467.1410	0.0134	205.2770
467.1910	0.0131	205.8170
467.2410	0.0130	206.0290
467.2910	0.0130	206.0290
467.3410	0.0130	206.0290
467.3910	0.0129	206.0290
467.4410	0.0128	205.3330
467.4910	0.0127	205.3330
467.5410	0.0127	205.0040
467.5910	0.0126	205.0040
467.6410	0.0126	205.0040
467.6910	0.0116	205.0040
467.7410	0.0116	212.8870
467.7910	0.0115	213.6810
467.8410	0.0114	213.6810
467.8910	0.0109	213.6810
467.9410	0.0101	213.6810
467.9910	0.0101	211.9350
468.0410	0.0098	211.7310
468.0910	0.0097	208.4520
468.1410	0.0096	208.0660
468.1910	0.0094	208.0660
468.2410	0.0090	208.4260
468.2910	0.0073	208.4520
468.3410	0.0068	211.7310
468.3910	0.0053	214.7850
468.4410	0.0053	219.6890
468.4910	0.0053	219.6890
468.5410	0.0053	219.6890
468.5910	0.0057	219.6890
468.6410	0.0059	214.5610
468.6910	0.0059	211.4300
468.7410	0.0062	210.8840
468.7910	0.0062	210.6510
468.8410	0.0064	210.0590
468.8910	0.0069	209.4780
468.9410	0.0080	207.3710
468.9910	0.0080	207.3710
469.0410	0.0085	207.3710
469.0910	0.0085	207.3710
469.1410	0.0085	207.3710
469.1910	0.0085	207.5270
469.2410	0.0085	208.3880
469.2910	0.0085	208.3880
469.3410	0.0085	208.3880
469.3910	0.0085	208.5940
469.4410	0.0085	208.3880
469.4910	0.0085	207.7640
469.5410	0.0085	207.7640
469.5910	0.0085	207.7640
469.6410	0.0085	207.7640
469.6910	0.0085	207.7640
469.7410	0.0085	207.2240
469.7910	0.0085	207.7640
469.8410	0.0085	208.2040
469.8910	0.0085	208.2040
469.9410	0.0085	208.2040
469.9910	0.0085	208.8520
470.0410	0.0085	209.3480
470.0910	0.0085	209.3480
470.1410	0.0085	209.8060
470.1910	0.0086	210.0760
470.2410	0.0092	210.2110
470.2910	0.0092	210.7360
470.3410	0.0094	210.7360
470.3910	0.0094	211.2770
470.4410	0.0095	214.2920
470.4910	0.0096	214.4830
470.5410	0.0097	214.4830
470.5910	0.0097	214.4830
470.6410	0.0097	214.4830
470.6910	0.0097	214.4830
470.7410	0.0097	214.4830
470.7910	0.0103	213.3930
470.8410	0.0103	212.6960
470.8910	0.0103	212.6960
470.9410	0.0103	212.5810
470.9910	0.0103	212.3550
471.0410	0.0103	212.2270
471.0910	0.0097	210.3470
471.1410	0.0083	210.3470
471.1910	0.0082	210.3470
471.2410	0.0082	210.3470
471.2910	0.0081	213.0800
471.3410	0.0077	220.6270
471.3910	0.0077	222.2710
471.4410	0.0077	223.0810
471.4910	0.0077	223.0810
471.5410	0.0077	223.0810
471.5910	0.0077	223.0810
471.6410	0.0077	223.0810
471.6910	0.0077	223.0810
471.7410	0.0075	223.0810
471.7910	0.0073	226.2620
471.8410	0.0072	227.2700
471.8910	0.0072	228.2110
471.9410	0.0072	228.2110
471.9910	0.0072	228.2110
472.0410	0.0072	228.9420
472.0910	0.0072	229.1520
472.1410	0.0074	230.1350
472.1910	0.0074	230.8420
472.2410	0.0074	232.1600
472.2910	0.0076	232.1600
472.3410	0.0076	232.1600
472.3910	0.0074	232.1600
472.4410	0.0074	232.2560
472.4910	0.0074	232.4360
472.5410	0.0074	232.9120
472.5910	0.0070	232.7870
472.6410	0.0070	232.7870
472.6910	0.0069	232.7870
472.7410	0.0068	232.7870
472.7910	0.0068	229.6330
472.8410	0.0068	229.5660
472.8910	0.0067	229.5660
472.9410	0.0066	229.5660
472.9910	0.0066	229.5800
473.0410	0.0066	229.5660
473.0910	0.0066	229.5800
473.1410	0.0066	229.5800
473.1910	0.0066	229.5800
473.2410	0.0067	229.1950
473.2910	0.0068	229.1760
473.3410	0.0068	229.1670
473.3910	0.0068	229.0620
473.4410	0.0068	227.8560
473.4910	0.0063	227.8560
473.5410	0.0063	227.7990
473.5910	0.0063	226.2090
473.6410	0.0063	226.2090
473.6910	0.0063	226.2090
473.7410	0.0063	221.2850
473.7910	0.0062	221.2850
473.8410	0.0062	219.0520
473.8910	0.0062	215.5020
473.9410	0.0060	205.7680
473.9910	0.0056	203.7330
474.0410	0.0056	203.7330
474.0910	0.0056	203.7330
474.1410	0.0056	203.7330
474.1910	0.0055	205.7490
474.2410	0.0054	209.6700
474.2910	0.0050	220.8430
474.3410	0.0050	220.8710
474.3910	0.0050	220.8710
474.4410	0.0050	220.8710
474.4910	0.0050	220.8710
474.5410	0.0050	220.8430
474.5910	0.0050	219.8960
474.6410	0.0050	219.2740
474.6910	0.0047	217.0450
474.7410	0.0045	216.4980
474.7910	0.0045	215.7810
474.8410	0.0044	215.4520
474.8910	0.0043	215.3220
474.9410	0.0043	213.5990
474.9910	0.0043	205.3370
475.0410	0.0044	203.4150
475.0910	0.0044	202.4950
475.1410	0.0047	199.2750
475.1910	0.0047	199.2750
475.2410	0.0049	199.2750
475.2910	0.0050	199.2750
475.3410	0.0050	199.2750
475.3910	0.0051	199.0220
